customer_id,tenure_months,monthly_charges,total_charges,data_usage_gb,contract_type,payment_method,churn
SYN-00399,20,87.73,1663.8,1.61,Month-to-month,Mailed check,0
SYN-00400,23,22.96,543.19,2.12,One year,Mailed check,0
SYN-00401,71,60.14,3752.35,37.36,Month-to-month,Bank transfer,1
SYN-00402,56,109.56,6293.74,31.84,Month-to-month,Mailed check,0
SYN-00403,23,87.16,1742.51,12.44,One year,Credit card,0
SYN-00404,69,43.77,2659.84,36.75,Month-to-month,Credit card,0
SYN-00405,36,105.28,3626.23,1.19,Month-to-month,Electronic check,0
SYN-00406,36,54.8,1703.52,12.13,One year,Bank transfer,0
SYN-00407,31,105.33,2809.93,17.15,Month-to-month,Mailed check,0
SYN-00408,11,49.89,466.53,27.8,Two year,Bank transfer,0
SYN-00409,67,79.03,4962.82,12.9,Month-to-month,Mailed check,0
SYN-00410,1,59.69,59.98,12.63,Two year,Mailed check,0
SYN-00411,13,47.48,528.95,5.17,One year,Mailed check,0
SYN-00412,17,108.66,1811.11,16.5,Two year,Electronic check,0
SYN-00413,20,38.76,786.54,2.03,Two year,Credit card,0
SYN-00414,10,28.48,251.65,29.28,Month-to-month,Electronic check,1
SYN-00415,2,54.19,95.31,10.18,One year,Mailed check,0
SYN-00416,49,91.76,4595.88,1.72,Month-to-month,Electronic check,0
SYN-00417,69,100.74,7052.72,5.37,Two year,Electronic check,0
SYN-00418,9,119.87,1033.29,9.36,One year,Mailed check,0
SYN-00419,22,49.64,1107.19,52.61,Month-to-month,Credit card,0
SYN-00420,36,60.79,1900.77,16.91,Two year,Credit card,0
SYN-00421,66,33.68,2064.83,23.56,Month-to-month,Mailed check,1
SYN-00422,50,77.49,3865.04,69.43,One year,Bank transfer,0
SYN-00423,55,119.76,5937.94,20.56,One year,Credit card,1
SYN-00424,42,90.09,3785.54,1.14,Month-to-month,Electronic check,0
SYN-00425,30,79.52,2268.31,18.59,One year,Credit card,0
SYN-00426,15,59.24,888.65,22.28,Two year,Electronic check,0
SYN-00427,62,111.53,6520.27,5.66,Month-to-month,Electronic check,0
SYN-00428,58,69.69,3733.13,2.66,One year,Mailed check,1
SYN-00429,2,33.44,59.78,12.22,Month-to-month,Electronic check,1
SYN-00430,51,56.54,2571.18,93.35,One year,Credit card,1
SYN-00431,6,26.72,160.37,23.0,Month-to-month,Credit card,0
SYN-00432,53,40.2,1861.68,30.73,Two year,Mailed check,1
SYN-00433,59,21.77,1113.85,22.2,Two year,Credit card,0
SYN-00434,10,65.33,578.34,6.37,Month-to-month,Credit card,1
SYN-00435,31,83.45,2289.63,14.37,Month-to-month,Credit card,0
SYN-00436,9,54.33,496.12,43.97,One year,Credit card,0
SYN-00437,41,62.04,2364.83,5.38,One year,Bank transfer,0
SYN-00438,66,115.92,8018.55,0.85,Month-to-month,Electronic check,0
SYN-00439,6,95.2,501.2,114.22,Month-to-month,Credit card,0
SYN-00440,29,74.09,2107.16,7.5,Month-to-month,Bank transfer,1
SYN-00441,70,48.45,3187.15,69.51,Two year,Credit card,1
SYN-00442,22,109.7,2241.04,13.44,Month-to-month,Credit card,1
SYN-00443,10,43.51,445.98,12.38,Two year,Electronic check,0
SYN-00444,35,52.53,1921.5,15.86,Month-to-month,Mailed check,0
SYN-00445,37,110.91,4204.5,12.98,Two year,Electronic check,0
SYN-00446,48,72.95,3111.03,49.3,Month-to-month,Electronic check,0
SYN-00447,23,94.23,1937.9,8.13,Month-to-month,Credit card,0
SYN-00448,68,79.07,5275.76,2.48,Two year,Credit card,0
SYN-00449,37,85.34,2866.5,29.35,Two year,Credit card,0
SYN-00450,21,49.94,1045.54,17.24,Month-to-month,Credit card,0
SYN-00451,69,44.14,2933.84,0.53,Month-to-month,Bank transfer,0
SYN-00452,66,52.25,3311.19,17.11,Month-to-month,Bank transfer,0
SYN-00453,36,35.54,1299.54,25.0,Month-to-month,Credit card,0
SYN-00454,2,107.43,213.16,5.72,Month-to-month,Bank transfer,1
SYN-00455,43,48.32,1777.14,7.94,Two year,Bank transfer,0
SYN-00456,40,76.15,2619.23,1.94,Month-to-month,Electronic check,1
SYN-00457,11,99.2,1058.8,5.13,One year,Bank transfer,0
SYN-00458,46,98.38,4286.71,16.96,Month-to-month,Credit card,0
SYN-00459,60,63.84,3455.16,0.47,Month-to-month,Bank transfer,0
SYN-00460,8,67.63,505.19,22.47,One year,Mailed check,1
SYN-00461,52,119.47,6222.27,43.64,Month-to-month,Electronic check,0
SYN-00462,10,87.46,888.0,1.75,One year,Electronic check,0
SYN-00463,54,101.46,5271.98,8.74,Month-to-month,Bank transfer,0
SYN-00464,30,110.26,3066.58,3.55,Two year,Bank transfer,0
SYN-00465,1,98.76,89.29,9.96,One year,Credit card,0
SYN-00466,69,38.52,2536.64,23.81,Two year,Credit card,0
SYN-00467,12,76.22,835.02,16.04,Month-to-month,Mailed check,0
SYN-00468,43,30.19,1249.9,7.87,Month-to-month,Credit card,0
SYN-00469,13,85.29,1092.5,3.2,Month-to-month,Bank transfer,0
SYN-00470,67,115.53,6681.73,60.57,One year,Mailed check,0
SYN-00471,53,71.27,3211.52,4.61,Month-to-month,Credit card,1
SYN-00472,58,63.3,3276.56,5.44,Month-to-month,Electronic check,1
SYN-00473,31,23.58,752.11,0.08,Month-to-month,Bank transfer,0
SYN-00474,34,115.98,3861.53,66.78,Month-to-month,Credit card,0
SYN-00475,46,30.3,1232.67,22.82,Month-to-month,Bank transfer,0
SYN-00476,56,24.11,1388.04,29.89,Month-to-month,Credit card,0
SYN-00477,61,44.61,2568.8,29.07,Month-to-month,Electronic check,0
SYN-00478,2,26.55,50.19,8.0,One year,Bank transfer,0
SYN-00479,48,65.51,3261.17,8.86,Month-to-month,Credit card,1
SYN-00480,8,71.61,493.76,25.18,Month-to-month,Bank transfer,0
SYN-00481,21,51.26,961.32,19.28,One year,Credit card,1
SYN-00482,59,25.1,1432.26,1.26,One year,Mailed check,0
SYN-00483,18,31.16,498.68,10.35,Month-to-month,Bank transfer,0
SYN-00484,57,58.45,3284.69,49.05,One year,Mailed check,1
SYN-00485,33,26.05,767.51,13.88,Two year,Credit card,0
SYN-00486,17,89.82,1328.18,15.16,One year,Electronic check,1
SYN-00487,24,40.7,870.72,4.6,Two year,Mailed check,0
SYN-00488,38,50.21,1783.1,60.42,One year,Electronic check,0
SYN-00489,55,59.41,2892.53,36.71,Month-to-month,Bank transfer,0
SYN-00490,44,61.66,2379.17,10.75,Month-to-month,Electronic check,1
SYN-00491,67,20.17,1381.2,6.62,One year,Mailed check,0
SYN-00492,62,31.21,1768.76,4.87,Two year,Credit card,1
SYN-00493,54,106.28,5292.34,7.9,Month-to-month,Mailed check,1
SYN-00494,43,20.12,744.95,2.5,Month-to-month,Electronic check,0
SYN-00495,21,70.82,1370.43,4.22,One year,Electronic check,0
SYN-00496,30,68.95,1867.78,0.75,Month-to-month,Electronic check,0
SYN-00497,9,53.31,466.4,29.58,One year,Credit card,1
SYN-00498,27,63.13,1518.85,1.32,One year,Bank transfer,0
SYN-00499,66,98.06,6651.06,0.8,One year,Credit card,0
SYN-00500,31,104.12,3343.7,29.27,Two year,Electronic check,0
